,paper_id,citing_paper_id,title,result_id,link,snippet,resources_title,resources_link,citation_count,cites_id,versions,cluster_id,full_citation,key_words,authors,pub_info,year
71,71,7,Performance Analysis of a Combination of Carry-in and Remarshalling Algorithms,H770YwG39xMJ,https://www.koreascience.or.kr/article/JAKO202029462345388.page,"Purpose: The container terminal is an area that plays an important role in the country's import and export. As the volume of containers increased worldwide, competition between terminals became fiercer, and increasing the productivity of terminals became more …",koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202029462345388.pdf,0,no data,4,1438819822567996959,"PARK, Young-Kyu, and Kyung-Ho UM. ""Performance Analysis of a Combination of Carry-in and Remarshalling Algorithms."" The Journal of Industrial Distribution & Business 11.10 (2020): 75-89.","['performance', 'analysis', 'combination', 'carryin', 'remarshalling', 'algorithms']","PARK, Young-Kyu, and Kyung-Ho UM.",The Journal of Industrial Distribution & Business 11.10 (2020): 75-89.,2020
72,72,7,컨테이너 터미널의 디지털 트윈 기술 적용에 관한 연구,VtUBa7cBVDAJ,https://www.glonav.org/upload/pdf/KINPR-2020-44-6-557.pdf,"디지털 트윈 기술은 다양한 산업에서 적용되고 있으며, 물류 산업에도 큰 영향을 미칠 것으로 예상되지만 컨테이너 터미널에서의기술 도입은 제한적으로 발전하고 있다. 기존 선행연구를 검토한 결과 컨테이너 터미널을 대상으로 디지털 트윈 기술의 적용에 관한 연구는미비한 …",glonav.org,https://www.glonav.org/upload/pdf/KINPR-2020-44-6-557.pdf,0,no data,2,3482410299150161238,"최훈도, and 유장호. ""컨테이너 터미널의 디지털 트윈 기술 적용에 관한 연구."" 한국항해항만학회지 44.6 (2020).","['컨테이너', '터미널의', '디지털', '트윈', '기술', '적용에', '관한', '연구']","최훈도, and 유장호.",한국항해항만학회지 44.6 (2020).,2020
73,73,8,AGVs Collision and Deadlock Handling Based on Structural Online Control Policy: A Case Study in a Square Topology,yaLaFZEgC78J,https://www.mdpi.com/2076-3417/11/14/6494,"Based on the novel structural online control policy (SOCP) deadlock handling method presented in our previous work, we have shown that for a specific group of use cases it is possible to relax the requirements of the method, providing an improvement in its …",mdpi.com,https://www.mdpi.com/2076-3417/11/14/6494/pdf,0,no data,5,13766132493497049801,"Małopolski, Waldemar, and Jerzy Zając. ""AGVs Collision and Deadlock Handling Based on Structural Online Control Policy: A Case Study in a Square Topology."" Applied Sciences 11.14 (2021): 6494.","['agvs', 'collision', 'deadlock', 'handling', 'based', 'structural', 'online', 'control', 'policy', 'case', 'study', 'square', 'topology']","Małopolski, Waldemar, and Jerzy Zając.",Applied Sciences 11.14 (2021): 6494.,2021
74,74,9,The Rise of an Automated Jobless Society: Do Cutting-Edge Technologies Expel Workers Swifter than the Economy Can Identify New Jobs for Them?,og8Hr5gKpXEJ,https://www.ceeol.com/search/article-detail?id=720261,"I inspect the relevant literature on the rise of an automated jobless society, providing both quantitative evidence on trends and numerous in-depth empirical examples. Building my argument by drawing on data collected from The Century Foundation, Frey and Osborne …",no data,no data,20,8188963148330897314,4,8188963148330897314,"Grossman, Timothy. ""The Rise of an Automated Jobless Society: Do Cutting-Edge Technologies Expel Workers Swifter than the Economy Can Identify New Jobs for Them?."" Psychosociological Issues in Human Resource Management 6.2 (2018): 62-67.","['rise', 'automated', 'jobless', 'society', 'cuttingedge', 'technologies', 'expel', 'workers', 'swifter', 'economy', 'identify', 'new', 'jobs']","Grossman, Timothy.",Psychosociological Issues in Human Resource Management 6.2 (2018): 62-67.,2018
75,75,9,"New Technology, Work and Employment in the era of COVID‐19: reflecting on legacies of research",G3JB75FDljUJ,https://onlinelibrary.wiley.com/doi/abs/10.1111/ntwe.12173,"The outbreak of COVID‐19 is having a drastic impact on work and employment. This review piece outlines the relevance of existing research into new technology, work and employment in the era of COVID‐19. It is important to be retrospective and undertake both a historically …",nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7436671/,38,3861348024580141595,7,3861348024580141595,"Hodder, Andy. ""New Technology, Work and Employment in the era of COVID‐19: reflecting on legacies of research."" New technology, work and employment 35.3 (2020): 262-275.","['new', 'technology', 'work', 'employment', 'covid‐19', 'reflecting', 'legacies', 'research']","Hodder, Andy.","New technology, work and employment 35.3 (2020): 262-275.",2020
76,76,9,The effects of technological developments on work and their implications for continuous vocational education and training: a systematic review,iX6wenXruUYJ,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00918/full,Technology is changing the way organizations and their employees need to accomplish their work. Empirical evidence on this topic is scarce. The aim of this study is to provide an overview of the effects of technological developments on work characteristics and to derive …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00918/full,8,5096363343148514953,9,5096363343148514953,"Beer, Patrick, and Regina H. Mulder. ""The effects of technological developments on work and their implications for continuous vocational education and training: a systematic review."" Frontiers in Psychology 11 (2020): 918.","['effects', 'technological', 'developments', 'work', 'implications', 'continuous', 'vocational', 'education', 'training', 'systematic', 'review']","Beer, Patrick, and Regina H. Mulder.",Frontiers in Psychology 11 (2020): 918.,2020
77,77,9,Am I outdated? The role of strengths use support and friendship opportunities for coping with technological insecurity,wSh1K90UtAQJ,https://www.sciencedirect.com/science/article/pii/S0747563220300212,"In the digital era, the prevalent integration of new technologies in work processes gives rise to employees' perceptions of technological insecurity. Such technology-induced strain poses new challenges to occupational health and safety and needs to be better understood in …",unisg.ch,https://www.alexandria.unisg.ch/259371/1/Goetz_Boehm_2020_CHB_AmIoutdated.pdf,8,338918812109056193,4,338918812109056193,"Goetz, Tim M., and Stephan A. Boehm. ""Am I outdated? The role of strengths use support and friendship opportunities for coping with technological insecurity."" Computers in Human Behavior 107 (2020): 106265.","['outdated', 'role', 'strengths', 'use', 'support', 'friendship', 'opportunities', 'coping', 'technological', 'insecurity']","Goetz, Tim M., and Stephan A. Boehm.",Computers in Human Behavior 107 (2020): 106265.,2020
78,78,9,Challenges of implementing container terminal operating system: the case of the port of Mombasa from the Belt and Road Initiative (BRI) perspective,lrkKYwcl4kgJ,https://pdfs.semanticscholar.org/25b4/2df801e394da56935fd316188fea7efdd34d.pdf,"This paper examines the port of Mombasa's attempted implementation of computer-based terminal operating systems (TOS); the challenges faced and the outcomes. In addition to enhancing its operations efficiency, a key motivation for the technology was to facilitate …",semanticscholar.org,https://pdfs.semanticscholar.org/25b4/2df801e394da56935fd316188fea7efdd34d.pdf,8,5251800829124065686,3,5251800829124065686,"Gekara, Victor Oyaro, and Xuan-Vi Thanh Nguyen. ""Challenges of implementing container terminal operating system: the case of the port of Mombasa from the Belt and Road Initiative (BRI) perspective."" Journal of International Logistics and Trade 18.1 (2020): 49-60.","['challenges', 'implementing', 'container', 'terminal', 'operating', 'system', 'case', 'port', 'mombasa', 'belt', 'road', 'initiative', 'bri', 'perspective']","Gekara, Victor Oyaro, and Xuan-Vi Thanh Nguyen.",Journal of International Logistics and Trade 18.1 (2020): 49-60.,2020
79,79,9,Work in progress: barriers and concerns of elderly workers towards the digital transformation of work,3K84JhHMHmMJ,https://link.springer.com/chapter/10.1007/978-3-030-22012-9_12,"Digital transformation of work is in progress and will force employees to focus on computer related competences, training and flexibility. In addition, elderly workers are less experienced and slightly less efficient in training, will play a key role for labour markets in the …",no data,no data,5,7142370433083944924,no data,no data,"Hildebrandt, Julian, Johanna Kluge, and Martina Ziefle. ""Work in progress: barriers and concerns of elderly workers towards the digital transformation of work."" International Conference on Human-Computer Interaction. Springer, Cham, 2019.","['work', 'progress', 'barriers', 'concerns', 'elderly', 'workers', 'towards', 'digital', 'transformation', 'work']","Hildebrandt, Julian, Johanna Kluge, and Martina Ziefle.","International Conference on Human-Computer Interaction. Springer, Cham, 2019.",2019
80,80,9,The role of collective bargaining in a digitized workplace,uQmUnSWbrrYJ,http://lerachapters.org/OJS/ojs-2.4.4-1/index.php/PFL/article/viewFile/3349/3313#page=93,"It is all too common these days to read headlines like “The Robots Are Coming, and They Want Your Job.” Indeed, much of the discussion on the increasing role of technology in the workplace focuses on potential job losses. There is a long history of “technological …",lerachapters.org,http://lerachapters.org/OJS/ojs-2.4.4-1/index.php/PFL/article/viewFile/3349/3313#page=93,5,13163629346710358457,2,13163629346710358457,"Aleks, Rachel, Michael D. Maffie, and Tina Saksida. ""The role of collective bargaining in a digitized workplace."" Reimagining the Governance of Work and Employment 85 (2020).","['role', 'collective', 'bargaining', 'digitized', 'workplace']","Aleks, Rachel, Michael D. Maffie, and Tina Saksida.",Reimagining the Governance of Work and Employment 85 (2020).,2020
81,81,9,Bridging the Skill Gap in Robotics: Global and National Environment,9jbaQgnutcEJ,https://journals.sagepub.com/doi/abs/10.1177/2158244020958736,"This article focuses on the demand for skills of highly qualified scientific and technical professionals (engineers and researchers) in robotics, on both a global and national level. Information is collected using the text-mining of open-access vacancies for understanding …",sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/2158244020958736,5,13958324343648433910,4,13958324343648433910,"Shmatko, Natalia, and Galina Volkova. ""Bridging the Skill Gap in Robotics: Global and National Environment."" SAGE Open 10.3 (2020): 2158244020958736.","['bridging', 'skill', 'gap', 'robotics', 'global', 'national', 'environment']","Shmatko, Natalia, and Galina Volkova.",SAGE Open 10.3 (2020): 2158244020958736.,2020
82,82,9,Understanding the role of employees in digital transformation: conceptualization of digital literacy of employees as a multi-dimensional organizational affordance,LrjxtsJ5d7oJ,https://www.emerald.com/insight/content/doi/10.1108/JEIM-01-2020-0010/full/html,"Purpose Much of recent academic and professional interest in exploring digital transformation and enterprise systems has focused on the technology or the organizations' external forces, leaving internal factors, in particular employees, overlooked. The purpose of …",no data,no data,6,13436341890483075118,4,13436341890483075118,"Kozanoglu, Dilek Cetindamar, and Babak Abedin. ""Understanding the role of employees in digital transformation: conceptualization of digital literacy of employees as a multi-dimensional organizational affordance."" Journal of Enterprise Information Management (2020).","['understanding', 'role', 'employees', 'digital', 'transformation', 'conceptualization', 'digital', 'literacy', 'employees', 'multidimensional', 'organizational', 'affordance']","Kozanoglu, Dilek Cetindamar, and Babak Abedin.",Journal of Enterprise Information Management (2020).,2020
83,83,9,From AI to digital transformation: The AI readiness framework,-UMtKnsBL0oJ,https://www.sciencedirect.com/science/article/pii/S0007681321000744,"Strategies and means for selecting and implementing digital technologies that realize firms' goals in digital transformation have been extensively investigated. The recent surge in Artificial Intelligence (AI) technologies has amplified the need for such investigation, as they …",sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0007681321000744,6,5345492911212282873,2,5345492911212282873,"Holmstrom, Jonny. ""From AI to digital transformation: The AI readiness framework."" Business Horizons (2021).","['digital', 'transformation', 'readiness', 'framework']","Holmstrom, Jonny.",Business Horizons (2021).,2021
84,84,10,Evaluating cybersecurity in the maritime industry,fTISylVdMD0J,https://eprints.utas.edu.au/36348/,"Cybersecurity has become an important issue in the maritime industry due to many reported cyberattack incidents that caused a lot of economy loss, personal or company information breach, and so on. However, there is limited research for maritime cybersecurity in the …",no data,no data,0,no data,2,4409126658239509117,"Chang, Chia-Hsun, et al. ""Evaluating cybersecurity in the maritime industry."" Proceedings of the 10th Asian Logistics Round Table (ALRT) 2020 Conference. 2020.","['evaluating', 'cybersecurity', 'maritime', 'industry']","Chang, Chia-Hsun, et al.",Proceedings of the 10th Asian Logistics Round Table (ALRT) 2020 Conference. 2020.,2020
85,85,10,Cyber Security of Highly Automated Connected Machines,6H__zrbJqRQJ,https://www.theseus.fi/bitstream/handle/10024/497138/Cyber_security_of_highly_automated_connected_machines_Ahonen_Sami_YTC19S1.pdf?sequence=2,"According to research, machine control systems for mobile work machines are as vulnerable to cyber-attacks as traditional information systems, for example in the office. Even in the case of mobile work machines, cyber threats today are real, and measures must be taken to …",theseus.fi,https://www.theseus.fi/bitstream/handle/10024/497138/Cyber_security_of_highly_automated_connected_machines_Ahonen_Sami_YTC19S1.pdf?sequence=2,0,no data,no data,no data,"Ahonen, Sami. ""Cyber Security of Highly Automated Connected Machines."" (2021).","['cyber', 'security', 'highly', 'automated', 'connected', 'machines']","Ahonen, Sami.",(2021).,2021
86,86,10,Merenalaisten kaapeleiden kansainvälisoikeudellinen asema: kaapeleiden käyttö tai niihin vaikuttaminen osana hybridivaikuttamista,Kw1VQ3akAIEJ,https://www.doria.fi/handle/10024/172742,"Tutkimus kuuluu johtamisen sekä sotilasjuridiikan ja operatiivisen oikeuden-tieteenalaan. Tutkimustehtävänä oli selvittää, mitä kansainvälisen oikeuden sääntelyä on olemassa merenalaisiin kaapeleihin vaikuttamisen kohteena tai vaikuttamisen välineenä …",doria.fi,https://www.doria.fi/bitstream/handle/10024/172742/YEK_Kiiski_Antti-Pekka_JULK.pdf?sequence=1,0,no data,no data,no data,"Kiiski, Antti-Pekka. ""Merenalaisten kaapeleiden kansainvälisoikeudellinen asema: kaapeleiden käyttö tai niihin vaikuttaminen osana hybridivaikuttamista."" (2019).","['merenalaisten', 'kaapeleiden', 'kansainvälisoikeudellinen', 'asema', 'kaapeleiden', 'käyttö', 'vaikuttaminen', 'osana', 'hybridivaikuttamista']","Kiiski, Antti-Pekka.",(2019).,2019
87,87,10,Paper Code: ALRT2090,O_6N63LHoeMJ,no data,no data,no data,no data,0,no data,no data,no data,"Changa, Chia-Hsun, et al. ""Paper Code: ALRT2090.""","['paper', 'code', 'alrt2090']","Changa, Chia-Hsun, et al.",,2090
88,88,11,An Empirical Study on the Difference in Perception of Introducing Smart Port between Port Operators and Users in Gwangyang Port,6fEbiyb5spQJ,https://www.koreascience.or.kr/article/JAKO202033759656107.page,"Overseas advanced ports are promoting smartification, as well as full automation of the terminals surrounding container terminals. A smart port can be defined as a comprehensive concept that pursues increased operational efficiencies, maximization of profit, efficient use …",koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202033759656107.pdf,0,no data,no data,no data,"Choe, Song-Hui. ""An Empirical Study on the Difference in Perception of Introducing Smart Port between Port Operators and Users in Gwangyang Port."" Journal of Korea Port Economic Association 36.3 (2020): 99-114.","['empirical', 'study', 'difference', 'perception', 'introducing', 'smart', 'port', 'port', 'operators', 'users', 'gwangyang', 'port']","Choe, Song-Hui.",Journal of Korea Port Economic Association 36.3 (2020): 99-114.,2020
89,89,11,스마트항만 도입에 대한 항만 운영자와 이용자 간의 인식차이에 관한 실증연구-광양항을 중심으로,H9-ss8jYjSUJ,http://kportea.or.kr/filedown/Treatise/2021/[%ED%95%AD%EB%A7%8C%EA%B2%BD%EC%A0%9C%2036(3)-08]%20(%EC%B5%9C%EC%A2%85)%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%95%AD%EB%A7%8C%20%EB%8F%84%EC%9E%85%EC%97%90%20%EB%8C%80%ED%95%9C%20%ED%95%AD%EB%A7%8C%20%EC%9A%B4%EC%98%81%EC%9E%90%EC%99%80%20%EC%9D%B4%EC%9A%A9%EC%9E%90%20%EA%B0%84%EC%9D%98%EC%9D%B8%EC%8B%9D%EC%B0%A8%EC%9D%B4%EC%97%90%20%EA%B4%80%ED%95%9C%20%EC%8B%A4%EC%A6%9D%EC%97%B0%EA%B5%AC-%ED%95%98%EB%A7%88.pdf,"Overseas advanced ports are promoting smartification, as well as full automation of the terminals surrounding container terminals. A smart port can be defined as a comprehensive concept that pursues increased operational efficiencies, maximization of profit, efficient use …",kportea.or.kr,http://kportea.or.kr/filedown/Treatise/2021/[%ED%95%AD%EB%A7%8C%EA%B2%BD%EC%A0%9C%2036(3)-08]%20(%EC%B5%9C%EC%A2%85)%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%95%AD%EB%A7%8C%20%EB%8F%84%EC%9E%85%EC%97%90%20%EB%8C%80%ED%95%9C%20%ED%95%AD%EB%A7%8C%20%EC%9A%B4%EC%98%81%EC%9E%90%EC%99%80%20%EC%9D%B4%EC%9A%A9%EC%9E%90%20%EA%B0%84%EC%9D%98%EC%9D%B8%EC%8B%9D%EC%B0%A8%EC%9D%B4%EC%97%90%20%EA%B4%80%ED%95%9C%20%EC%8B%A4%EC%A6%9D%EC%97%B0%EA%B5%AC-%ED%95%98%EB%A7%88.pdf,0,no data,no data,no data,"최성희. ""스마트항만 도입에 대한 항만 운영자와 이용자 간의 인식차이에 관한 실증연구-광양항을 중심으로."" 한국항만경제학회지 36.3 (2020): 99-114.","['스마트항만', '도입에', '대한', '항만', '운영자와', '이용자', '간의', '인식차이에', '관한', '실증연구광양항을', '중심으로']",최성희.,한국항만경제학회지 36.3 (2020): 99-114.,2020
90,90,12,Automated Container Terminal Production Operation and Optimization via an AdaBoost-Based Digital Twin Framework,la9kA5axyOQJ,https://www.hindawi.com/journals/jat/2021/1936764/,"Digital twin (DT), machine learning, and industrial Internet of things (IIoT) provide great potential for the transformation of the container terminal from automation to intelligence. The production control in the loading and unloading process of automated container terminals …",hindawi.com,https://www.hindawi.com/journals/jat/2021/1936764/,0,no data,4,16485621693849841557,"Li, Yu, et al. ""Automated Container Terminal Production Operation and Optimization via an AdaBoost-Based Digital Twin Framework."" Journal of Advanced Transportation 2021 (2021).","['automated', 'container', 'terminal', 'production', 'operation', 'optimization', 'via', 'adaboostbased', 'digital', 'twin', 'framework']","Li, Yu, et al.",Journal of Advanced Transportation 2021 (2021).,2021
91,91,12,Performance Estimation and Design Optimization of a Congested Automated Container Terminal,iBA_4kX_jEIJ,https://ieeexplore.ieee.org/abstract/document/9452059/,"Container terminal capacity, as an important indicator of container terminal competitiveness, has become a primary concern of port managers, whereas container flows, which are supported by quay cranes, yard cranes, and automated guided vehicles, have a substantial …",no data,no data,0,no data,2,4795488378856345736,"Xiang, Xi, et al. ""Performance Estimation and Design Optimization of a Congested Automated Container Terminal."" IEEE Transactions on Automation Science and Engineering (2021).","['performance', 'estimation', 'design', 'optimization', 'congested', 'automated', 'container', 'terminal']","Xiang, Xi, et al.",IEEE Transactions on Automation Science and Engineering (2021).,2021
92,92,13,The global trends of automated container terminal: a systematic literature review,_Abf0xo-YzoJ,https://www.emerald.com/insight/content/doi/10.1108/MABR-03-2020-0016/full/html,"Purpose Since the first automated container terminal (ACT) was introduced at Europe Container Terminals Delta Terminal in Port Rotterdam back in the year 1992, a lot of research had been done to improve the management of ACT. However, up until recently, the …",no data,no data,1,4207274761838855932,2,4207274761838855932,"Kon, W. K., et al. ""The global trends of automated container terminal: a systematic literature review."" Maritime Business Review (2020).","['global', 'trends', 'automated', 'container', 'terminal', 'systematic', 'literature', 'review']","Kon, W. K., et al.",Maritime Business Review (2020).,2020
93,93,13,The global trends of automated container terminal: a systematic,lFSqSB2GtrIJ,https://www.researchgate.net/profile/Rudiah-Md-Hanafiah/publication/346590084_The_global_trends_of_automated_container_terminal_a_systematic_literature_review/links/60ccbe6e458515dc1791a0e2/The-global-trends-of-automated-container-terminal-a-systematic-literature-review.pdf,"Purpose–Since the first automated container terminal (ACT) was introduced at Europe Container Terminals Delta Terminal in Port Rotterdam back in the year 1992, a lot of research had been done to improve the management of ACT. However, up until recently, the …",researchgate.net,https://www.researchgate.net/profile/Rudiah-Md-Hanafiah/publication/346590084_The_global_trends_of_automated_container_terminal_a_systematic_literature_review/links/60ccbe6e458515dc1791a0e2/The-global-trends-of-automated-container-terminal-a-systematic-literature-review.pdf,0,no data,no data,no data,"Kon, W. K., et al. ""The global trends of automated container terminal: a systematic."" (2020).","['global', 'trends', 'automated', 'container', 'terminal', 'systematic']","Kon, W. K., et al.",(2020).,2020
94,94,14,Design and Test of a Low Cost DGPS Positioning System,wJcyyrqdN8MJ,https://en.cnki.com.cn/Article_en/CJFDTotal-JZCK200501033.htm,"The purchasable differential GPS equipment can be positioned, but the cost of the equipment is higher. The differential GPS (DGPS) positioning principle is introduced, and RTCM SC-104 message content is also described. The design scheme of the pseudo-range …",no data,no data,4,14066885386696824768,no data,no data,"Zhenchun, Gong, et al. ""Design and Test of a Low Cost DGPS Positioning System [J]."" Computer Automated Measurement & Control 1 (2005).","['design', 'test', 'low', 'cost', 'dgps', 'positioning', 'system']","Zhenchun, Gong, et al.",Computer Automated Measurement & Control 1 (2005).,2005
95,95,14,Vehicle positioning system design for forest fire patrolling and fighting,8jXa6lbH35kJ,https://en.cnki.com.cn/Article_en/CJFDTotal-JSJY201211075.htm,This paper studied and designed vehicle satellite positioning system and remote management software system under the consideration of the characteristics of China's forest and forest fires which are used in ground patrolling and fighting forest fires. It works with …,no data,no data,1,11087799983730734578,no data,no data,"Fan, Dong-Ming, and Jian-Guo Yu. ""Vehicle positioning system design for forest fire patrolling and fighting [J]."" Journal of Computer Applications 11 (2012).","['vehicle', 'positioning', 'system', 'design', 'forest', 'fire', 'patrolling', 'fighting']","Fan, Dong-Ming, and Jian-Guo Yu.",Journal of Computer Applications 11 (2012).,2012
96,96,14,Design of GPS Receiver Based on OEM and PXA250 Development Platform,2GTM9XDOA80J,https://en.cnki.com.cn/Article_en/CJFDTotal-JSJC200524076.htm,"This paper proposes a technology of designing a GPS receiver, which is based on Jupiter GPS OEM and PXA250 development platform. Firstly, this paper introduces the theory of GPS receiver and the performance of PXA250, and then the receiver's hardware designing …",no data,no data,1,14772878187260830936,no data,no data,"WU, Bin, and Genxing YANG. ""Design of GPS Receiver Based on OEM and PXA250 Development Platform [J]."" Computer Engineering 24 (2005).","['design', 'gps', 'receiver', 'based', 'oem', 'pxa250', 'development', 'platform']","WU, Bin, and Genxing YANG.",Computer Engineering 24 (2005).,2005
97,97,15,Preparation of a smart port indicator and calculation of a ranking for the spanish port system,cNcgHCiM8vAJ,https://www.mdpi.com/705506,"Nowadays, the denomination of “smart” is associated with several production and management devices and to logistics and distribution, too. Thus, this qualification is used in different application fields. All of them are different and diverse, but the most important …",mdpi.com,https://www.mdpi.com/2305-6290/4/2/9/pdf,13,17362093617365178224,3,17362093617365178224,"Rodrigo González, Alberto, et al. ""Preparation of a smart port indicator and calculation of a ranking for the spanish port system."" Logistics 4.2 (2020): 9.","['preparation', 'smart', 'port', 'indicator', 'calculation', 'ranking', 'spanish', 'port', 'system']","Rodrigo González, Alberto, et al.",Logistics 4.2 (2020): 9.,2020
98,98,15,Using the SWOT Methodology to Know the Scope of the Digitalization of the Spanish Ports,D5opH5tBH-cJ,https://www.mdpi.com/816164,"In the specific case of maritime transport, one of the most notable examples of digitalization is smart ports. Their positive impact on the supply chain is enabling processes to be optimized through smarter production. In the case of Spain, the Spanish public entity Puertos …",mdpi.com,https://www.mdpi.com/2305-6290/4/3/20/pdf,4,16654102081537939983,2,16654102081537939983,"González-Cancelas, N., Molina Serrano, B., Soler-Flores, F., & Camarero-Orive, A. (2020). Using the SWOT Methodology to Know the Scope of the Digitalization of the Spanish Ports. Logistics, 4(3), 20.","['using', 'swot', 'methodology', 'know', 'scope', 'digitalization', 'spanish', 'ports']","González-Cancelas, N",", Soler-Flores, F",2020
99,99,15,"Rolling Cargo Management Using a Deep Reinforcement Learning Approach. Logistics 2021, 5, 10",GdsSAC2j8jQJ,https://search.proquest.com/openview/1115bccc067e097d32d891f3de246a66/1?pq-origsite=gscholar&cbl=2059551,"Loading and unloading rolling cargo in roll-on/roll-off are important and very recurrent operations in maritime logistics. In this paper, we apply state-of-the-art deep reinforcement learning algorithms to automate these operations in a complex and real environment. The …",no data,no data,0,no data,no data,no data,"Oucheikh, R., et al. ""Rolling Cargo Management Using a Deep Reinforcement Learning Approach. Logistics 2021, 5, 10."" (2021).","['rolling', 'cargo', 'management', 'using', 'deep', 'reinforcement', 'learning', 'approach', 'logistics', '2021', '5', '10']","Oucheikh, R., et al.",(2021).,2021
100,100,15,IT Enhanced Process Management in ports: Comprehensive Evaluation Framework,YNimNrnxTCQJ,https://ieeexplore.ieee.org/abstract/document/9460144/,Evaluation of IT usage for enhanced process management systems is challenging issue due to specificities of application domain. This paper is focused on development of comprehensive evaluation framework for assessment of achieved impacts of implementation …,no data,no data,0,no data,no data,no data,"Ognjanović, Igor, Livia Maglić, and Bojana Tošić. ""IT Enhanced Process Management in ports: Comprehensive Evaluation Framework."" 2021 10th Mediterranean Conference on Embedded Computing (MECO). IEEE, 2021.","['enhanced', 'process', 'management', 'ports', 'comprehensive', 'evaluation', 'framework']","Ognjanović, Igor, Livia Maglić, and Bojana Tošić.","2021 10th Mediterranean Conference on Embedded Computing (MECO). IEEE, 2021.",2021
101,101,15,Boosting the Decision-Making in Smart Ports by using Blockchain,RVNdRjg900IJ,https://ieeexplore.ieee.org/abstract/document/9537750/,"Blockchain technology (BC) offers an innovation platform for decentralized and transparent transactions in the maritime port industry. This technology allows guaranteeing trust, transparency and traceability of cargo and data to be tracked. Today, in the port systems of …",ieee.org,https://ieeexplore.ieee.org/iel7/6287639/9312710/09537750.pdf,0,no data,no data,no data,"Durán, Claudia, et al. ""Boosting the Decision-Making in Smart Ports by using Blockchain."" IEEE Access (2021).","['boosting', 'decisionmaking', 'smart', 'ports', 'using', 'blockchain']","Durán, Claudia, et al.",IEEE Access (2021).,2021
102,102,15,Study to Improve the Digitalization of the Spanish Port System Through an Affinity Diagram,N1EMZx0TVekJ,https://dergipark.org.tr/en/pub/mtl/issue/57676/766104,"Automation, digitalization, technologies that allow interoperability, transparency, decentralization and customer experience define the context of application of the concept'Ports 4.0'to the logistics-port sector. In the Spanish Port System this is the objective …",dergipark.org.tr,https://dergipark.org.tr/en/download/article-file/1192419,0,no data,3,16813365800861454647,"GONZÁLEZ-CANCELAS, Nicoleta, Beatriz MOLİNA, and Francisco SOLER-FLORES. ""Study to Improve the Digitalization of the Spanish Port System Through an Affinity Diagram."" Deniz Taşımacılığı ve Lojistiği Dergisi 1.2 (2020): 51-68.","['study', 'improve', 'digitalization', 'spanish', 'port', 'system', 'affinity', 'diagram']","GONZÁLEZ-CANCELAS, Nicoleta, Beatriz MOLİNA, and Francisco SOLER-FLORES.",Deniz Taşımacılığı ve Lojistiği Dergisi 1.2 (2020): 51-68.,2020
103,103,15,Rolling Cargo Management Using a Deep Reinforcement Learning Approach,Vrg5lk4dHuoJ,https://www.mdpi.com/991808,"Loading and unloading rolling cargo in roll-on/roll-off are important and very recurrent operations in maritime logistics. In this paper, we apply state-of-the-art deep reinforcement learning algorithms to automate these operations in a complex and real environment. The …",mdpi.com,https://www.mdpi.com/2305-6290/5/1/10/pdf,0,no data,3,16869953477541476438,"Oucheikh, Rachid, et al. ""Rolling Cargo Management Using a Deep Reinforcement Learning Approach."" Logistics 5.1 (2021): 10.","['rolling', 'cargo', 'management', 'using', 'deep', 'reinforcement', 'learning', 'approach']","Oucheikh, Rachid, et al.",Logistics 5.1 (2021): 10.,2021
104,104,15,"Clasificación de los diez primeros smart ports en el sistema portuario español desde una perspectiva económica, social, institucional, medioambiental y el …",rMWiOCCwVDQJ,http://193.145.71.12/index.php/ingenieria-civil/article/view/2415,INTRODUCCIÓN 2. ESTADO DEL ARTE 3. METODOLOGÍA 3.1. Fase 1: definición del escenario de trabajo 3.2. Fase 2: desarrollo del índice smart port a) Definición de los indicadores y variables de medición b) Ponderación de los indicadores c) Desarrollo del …,193.145.71.12,http://193.145.71.12/index.php/ingenieria-civil/article/view/2415,0,no data,4,3770832440451581356,"Serrano, Beatriz Molina. ""Clasificación de los diez primeros smart ports en el sistema portuario español desde una perspectiva económica, social, institucional, medioambiental y el grado de digitalización."" Revista Digital del Cedex 196 (2020): 4-21.","['clasificación', 'diez', 'primeros', 'smart', 'ports', 'sistema', 'portuario', 'español', 'perspectiva', 'económica', 'social', 'institucional', 'medioambiental', '…']","Serrano, Beatriz Molina.",Revista Digital del Cedex 196 (2020): 4-21.,2020
